lat,lon,jobs
40.9,-104.2,15
40.9,-104.1,2
40.9,-104.0,1
40.9,-103.9,3
40.9,-103.8,111
40.9,-103.7,2
40.9,-103.4,2
40.9,-103.3,1
40.9,-82.4,1
40.9,-81.0,1
40.9,-80.8,2
40.9,-80.7,2
40.9,-80.6,7
40.9,-80.5,3
40.9,-80.4,5
40.9,-80.2,4
40.9,-80.1,19
40.9,-80.0,41
40.9,-79.9,20
40.9,-79.8,44
40.9,-79.7,21
40.9,-79.6,31
40.9,-79.5,54
40.9,-79.4,24
40.9,-79.1,1
40.9,-79.0,2
40.9,-78.7,2
40.9,-78.5,4
40.9,-78.4,1
40.9,-78.2,1
41.0,-110.3,1
41.0,-108.8,35
41.0,-108.7,5
41.0,-108.6,2
41.0,-108.3,8
41.0,-108.1,1
41.0,-107.3,2
41.0,-104.8,2
41.0,-104.7,3
41.0,-104.6,32
41.0,-104.5,10
41.0,-104.4,35
41.0,-104.3,16
41.0,-104.2,1
41.0,-103.9,1
41.0,-103.8,1
41.0,-103.2,8
41.0,-81.5,2
41.0,-81.3,1
41.0,-80.9,1
41.0,-80.8,1
41.0,-80.7,1
41.0,-80.5,4
41.0,-80.4,6
41.0,-80.2,3
41.0,-80.1,3
41.0,-79.9,27
41.0,-79.8,15
41.0,-79.5,4
41.0,-79.4,3
41.0,-79.3,6
41.0,-79.2,1
41.0,-79.0,4
41.0,-78.9,5
41.0,-78.8,3
41.0,-78.1,8
41.0,-78.0,1
41.0,-77.9,2
41.0,-76.0,5
41.0,-75.5,1
41.1,-109.7,1
41.1,-108.8,33
41.1,-108.7,128
41.1,-108.6,43
41.1,-108.2,1
41.1,-107.1,2
41.1,-104.7,76
41.1,-104.6,82
41.1,-104.5,14
41.1,-82.0,1
41.1,-81.5,1
41.1,-81.3,1
41.1,-80.9,3
41.1,-80.8,1
41.1,-80.5,29
41.1,-80.4,26
41.1,-80.2,1
41.1,-80.0,5
41.1,-79.9,3
41.1,-79.8,10
41.1,-79.7,14
41.1,-79.5,2
41.1,-79.4,1
41.1,-79.2,1
41.1,-79.0,1
41.1,-78.9,1
41.1,-78.6,1
41.1,-78.5,27
41.1,-78.4,17
41.1,-78.0,2
41.1,-77.9,3
41.1,-77.8,1
41.2,-110.5,1
41.2,-108.2,11
41.2,-108.1,23
41.2,-108.0,1
41.2,-104.8,6
41.2,-104.7,65
41.2,-104.6,104
41.2,-104.5,12
41.2,-103.6,3
41.2,-103.1,1
41.2,-81.6,1
41.2,-80.8,2
41.2,-80.3,28
41.2,-80.2,1
41.2,-79.7,2
41.2,-79.2,1
41.2,-79.0,1
41.2,-78.8,11
41.2,-78.7,6
41.2,-78.6,5
41.2,-78.5,1
41.2,-78.4,4
41.2,-78.3,2
41.2,-77.8,1
41.2,-77.7,6
41.2,-77.5,11
41.2,-77.4,1
41.2,-77.3,1
41.2,-76.7,3
41.2,-76.6,19
41.2,-76.5,3
41.2,-76.4,1
41.2,-76.3,1
41.3,-108.5,2
41.3,-108.4,1
41.3,-108.0,2
41.3,-107.9,4
41.3,-107.8,3
41.3,-107.7,1
41.3,-104.8,2
41.3,-104.7,31
41.3,-104.6,2
41.3,-104.5,3
41.3,-80.6,2
41.3,-80.4,2
41.3,-80.3,5
41.3,-80.2,3
41.3,-79.9,1
41.3,-79.7,2
41.3,-79.0,1
41.3,-78.9,5
41.3,-78.8,2
41.3,-78.6,4
41.3,-78.5,3
41.3,-78.4,2
41.3,-77.5,1
41.3,-77.4,68
41.3,-77.3,116
41.3,-77.2,28
41.3,-77.1,5
41.3,-77.0,32
41.3,-76.9,29
41.3,-76.8,19
41.3,-76.7,2
41.3,-76.6,39
41.3,-76.0,1
41.4,-110.1,5
41.4,-110.0,1
41.4,-108.5,1
41.4,-108.2,1
41.4,-108.0,10
41.4,-107.9,31
41.4,-107.8,2
41.4,-107.6,1
41.4,-104.8,1
41.4,-104.5,9
41.4,-104.4,15
41.4,-104.2,2
41.4,-103.5,1
41.4,-103.1,1
41.4,-81.2,2
41.4,-80.8,1
41.4,-80.7,4
41.4,-80.6,2
41.4,-80.5,4
41.4,-80.3,1
41.4,-80.0,1
41.4,-79.5,3
41.4,-79.4,1
41.4,-79.1,1
41.4,-79.0,1
41.4,-78.8,1
41.4,-78.3,4
41.4,-78.2,8
41.4,-77.7,9
41.4,-77.6,32
41.4,-77.5,31
41.4,-77.4,58
41.4,-77.3,38
41.4,-77.2,110
41.4,-77.1,106
41.4,-77.0,102
41.4,-76.9,39
41.4,-76.8,4
41.4,-76.7,1
41.4,-76.6,1
41.5,-110.1,15
41.5,-110.0,6
41.5,-108.8,3
41.5,-108.6,2
41.5,-108.5,4
41.5,-108.1,42
41.5,-108.0,18
41.5,-107.9,45
41.5,-107.8,46
41.5,-107.7,2
41.5,-106.1,1
41.5,-104.5,7
41.5,-104.4,1
41.5,-103.8,1
41.5,-80.3,1
41.5,-79.7,1
41.5,-79.3,1
41.5,-79.2,1
41.5,-79.0,2
41.5,-78.9,3
41.5,-78.7,4
41.5,-78.6,16
41.5,-78.5,14
41.5,-78.4,2
41.5,-78.3,10
41.5,-77.3,4
41.5,-77.2,43
41.5,-77.1,34
41.5,-77.0,37
41.5,-76.9,34
41.5,-76.8,26
41.5,-76.7,10
41.5,-76.6,11
41.5,-76.5,19
41.5,-76.4,49
41.5,-76.3,29
41.5,-76.2,6
41.5,-76.1,14
41.5,-76.0,1
41.6,-110.9,5
41.6,-110.1,8
41.6,-110.0,6
41.6,-108.6,4
41.6,-108.5,22
41.6,-108.4,13
41.6,-108.1,17
41.6,-108.0,98
41.6,-107.9,40
41.6,-107.8,15
41.6,-107.7,30
41.6,-104.7,1
41.6,-80.4,1
41.6,-80.1,1
41.6,-79.4,1
41.6,-79.3,3
41.6,-79.2,2
41.6,-79.1,1
41.6,-78.9,2
41.6,-78.7,9
41.6,-78.5,157
41.6,-78.4,134
41.6,-78.3,33
41.6,-78.0,2
41.6,-77.9,4
41.6,-77.3,32
41.6,-77.2,21
41.6,-77.1,56
41.6,-77.0,75
41.6,-76.9,30
41.6,-76.8,38
41.6,-76.7,69
41.6,-76.6,90
41.6,-76.5,81
41.6,-76.4,48
41.6,-76.3,92
41.6,-76.2,110
41.6,-76.1,114
41.6,-76.0,132
41.6,-75.9,45
41.6,-75.8,10
41.7,-108.2,4
41.7,-108.1,45
41.7,-108.0,88
41.7,-107.9,62
41.7,-107.8,24
41.7,-104.6,1
41.7,-103.6,1
41.7,-79.7,1
41.7,-79.5,1
41.7,-78.7,3
41.7,-78.5,5
41.7,-78.4,1
41.7,-78.3,4
41.7,-78.2,3
41.7,-77.9,15
41.7,-77.7,1
41.7,-77.6,7
41.7,-77.4,33
41.7,-77.3,3
41.7,-77.2,15
41.7,-77.1,69
41.7,-77.0,66
41.7,-76.9,18
41.7,-76.8,27
41.7,-76.7,23
41.7,-76.6,28
41.7,-76.5,46
41.7,-76.4,36
41.7,-76.3,68
41.7,-76.2,97
41.7,-76.1,107
41.7,-76.0,187
41.7,-75.9,167
41.7,-75.8,179
41.7,-75.7,95
41.7,-75.6,31
41.7,-74.7,1
41.8,-110.3,2
41.8,-110.2,2
41.8,-109.1,1
41.8,-108.0,51
41.8,-107.9,1
41.8,-107.8,1
41.8,-107.7,3
41.8,-104.6,1
41.8,-79.3,1
41.8,-78.5,1
41.8,-78.2,6
41.8,-78.1,6
41.8,-78.0,5
41.8,-77.9,9
41.8,-77.7,17
41.8,-77.5,3
41.8,-77.4,19
41.8,-77.3,58
41.8,-77.2,21
41.8,-77.1,11
41.8,-77.0,63
41.8,-76.9,77
41.8,-76.8,78
41.8,-76.7,40
41.8,-76.6,25
41.8,-76.5,39
41.8,-76.4,21
41.8,-76.3,66
41.8,-76.2,160
41.8,-76.1,85
41.8,-76.0,110
41.8,-75.9,150
41.8,-75.8,171
41.8,-75.7,137
41.8,-75.6,109
41.8,-74.0,1
41.9,-110.3,1
41.9,-110.2,1
41.9,-110.1,6
41.9,-108.7,1
41.9,-108.3,1
41.9,-108.2,11
41.9,-108.1,12
41.9,-108.0,54
41.9,-107.9,26
41.9,-104.6,1
41.9,-104.5,2
41.9,-78.8,1
41.9,-78.6,3
41.9,-77.7,1
41.9,-77.6,1
41.9,-77.5,8
41.9,-77.4,46
41.9,-77.3,35
41.9,-77.2,1
41.9,-77.1,1
41.9,-77.0,11
41.9,-76.9,26
41.9,-76.8,19
41.9,-76.7,23
41.9,-76.6,28
41.9,-76.5,16
41.9,-76.4,20
41.9,-76.3,12
41.9,-76.2,22
41.9,-76.1,13
41.9,-76.0,42
41.9,-75.9,68
41.9,-75.8,60
41.9,-75.7,128
41.9,-75.6,88
42.0,-111.0,1
42.0,-108.4,1
42.0,-108.3,3
42.0,-104.6,1
42.0,-104.5,1
42.0,-104.4,1
42.0,-77.4,4
42.0,-77.3,1
42.0,-77.1,1
42.0,-76.9,4
42.0,-76.7,10
42.0,-76.5,5
42.0,-76.4,4
42.0,-76.3,9
42.0,-76.2,6
42.0,-76.1,39
42.0,-76.0,7
42.0,-75.9,11
42.0,-75.8,16
42.0,-75.7,21
42.0,-75.6,6
42.1,-110.0,1
42.1,-104.4,1
42.2,-103.8,4
42.3,-110.3,2
42.3,-110.2,6
42.4,-109.8,15
42.4,-109.7,84
42.4,-109.6,9
42.5,-109.8,9
42.5,-109.7,507
42.5,-109.6,36
42.5,-109.0,1
42.6,-109.8,141
42.6,-109.7,428
42.6,-108.8,1
42.7,-109.9,75
42.7,-109.8,447
42.7,-109.1,1
42.7,-84.9,3
42.8,-109.9,433
42.8,-109.8,28
42.8,-105.6,1
42.8,-105.5,1
42.8,-105.4,15
42.8,-105.3,95
42.8,-105.2,29
42.8,-105.1,9
42.8,-105.0,8
42.8,-104.9,2
42.9,-109.9,6
42.9,-108.3,1
42.9,-106.8,3
42.9,-105.7,1
42.9,-105.6,4
42.9,-105.5,21
42.9,-105.4,28
42.9,-105.3,52
42.9,-105.2,34
42.9,-105.1,23
42.9,-105.0,23
42.9,-104.9,19
42.9,-85.0,1
43.0,-107.7,2
43.0,-106.0,2
43.0,-105.7,3
43.0,-105.6,17
43.0,-105.5,21
43.0,-105.4,106
43.0,-105.3,55
43.0,-105.2,53
43.0,-105.1,27
43.0,-105.0,24
43.0,-104.9,15
43.1,-107.7,4
43.1,-107.6,8
43.1,-107.5,3
43.1,-107.2,9
43.1,-105.7,12
43.1,-105.6,20
43.1,-105.5,6
43.1,-105.4,62
43.1,-105.3,22
43.1,-105.2,1
43.1,-105.1,22
43.1,-105.0,29
43.2,-108.0,1
43.2,-107.9,1
43.2,-107.7,13
43.2,-107.6,29
43.2,-107.5,19
43.2,-105.9,2
43.2,-105.8,2
43.2,-105.7,12
43.2,-105.6,41
43.2,-105.5,3
43.2,-105.4,36
43.2,-105.3,13
43.2,-105.2,9
43.2,-105.1,6
43.2,-82.9,1
43.3,-108.9,23
43.3,-108.0,1
43.3,-106.3,1
43.3,-106.0,4
43.3,-105.9,2
43.3,-105.8,3
43.3,-105.7,14
43.3,-105.6,13
43.3,-105.5,41
43.3,-105.4,20
43.3,-105.3,22
43.4,-106.3,437
43.4,-106.2,27
43.4,-106.0,13
43.4,-105.9,15
43.4,-105.8,15
43.4,-105.7,1
43.4,-105.6,10
43.4,-105.5,61
43.4,-105.4,65
43.4,-105.3,1
43.4,-105.0,1
43.4,-104.8,4
43.4,-104.7,1
43.4,-104.5,9
43.4,-104.4,10
43.5,-109.1,9
43.5,-109.0,62
43.5,-106.3,10
43.5,-106.1,1
43.5,-106.0,7
43.5,-105.9,5
43.5,-105.8,3
43.5,-105.7,9
43.5,-105.6,16
43.5,-105.5,92
43.5,-105.4,9
43.5,-105.3,11
43.5,-105.2,1
43.5,-104.7,1
43.5,-104.4,1
43.5,-82.7,1
43.6,-106.1,8
43.6,-106.0,10
43.6,-105.9,7
43.6,-105.8,13
43.6,-105.7,10
43.6,-105.6,82
43.6,-105.5,82
43.6,-105.4,88
43.6,-104.5,3
43.7,-107.7,1
43.7,-106.3,1
43.7,-106.1,6
43.7,-106.0,19
43.7,-105.9,2
43.7,-105.8,1
43.7,-105.7,25
43.7,-105.6,11
43.7,-105.5,68
43.7,-105.4,34
43.8,-106.2,1
43.8,-106.1,4
43.8,-105.9,8
43.8,-105.8,3
43.8,-105.7,10
43.8,-105.6,3
43.8,-105.5,27
43.8,-105.4,31
43.8,-105.3,19
43.8,-105.2,1
43.8,-85.4,1
43.9,-108.7,11
43.9,-108.6,5
43.9,-107.9,1
43.9,-106.5,1
43.9,-106.4,2
43.9,-106.2,2
43.9,-106.1,8
43.9,-106.0,3
43.9,-105.9,1
43.9,-105.7,1
43.9,-105.6,1
43.9,-105.5,2
43.9,-105.4,1
43.9,-105.3,6
43.9,-84.7,1
43.9,-84.6,1
43.9,-84.4,2
44.0,-116.8,1
44.0,-108.9,11
44.0,-108.7,16
44.0,-108.1,1
44.0,-106.5,3
44.0,-106.4,1
44.0,-106.3,3
44.0,-106.2,2
44.0,-106.1,13
44.0,-105.8,3
44.0,-105.7,1
44.0,-105.6,2
44.0,-105.5,7
44.0,-84.4,1
44.1,-109.4,1
44.1,-109.1,19
44.1,-107.9,2
44.1,-106.3,13
44.1,-106.2,17
44.1,-106.0,2
44.1,-105.7,1
44.1,-85.0,1
44.2,-109.1,24
44.2,-108.0,2
44.2,-106.3,1
44.2,-106.2,4
44.2,-105.9,1
44.2,-105.8,4
44.2,-105.0,1
44.2,-85.1,4
44.2,-84.0,3
44.2,-83.8,1
44.3,-108.9,21
44.3,-105.8,1
44.3,-84.4,1
44.4,-108.9,56
44.4,-108.1,1
44.4,-105.9,1
44.4,-105.8,1
44.5,-108.3,1
44.5,-106.2,1
44.5,-105.9,1
44.5,-105.8,3
44.5,-85.0,1
44.6,-84.8,2
44.7,-106.8,1
44.7,-85.0,4
44.8,-108.6,6
44.8,-108.5,13
44.8,-105.8,1
44.8,-85.2,1
45.0,-108.9,1
45.0,-106.7,3
45.1,-105.2,2
45.1,-105.1,31
45.2,-105.0,1
45.2,-103.1,1
45.2,-84.7,1
45.3,-109.6,1
45.3,-109.1,2
45.5,-103.5,1
46.1,-104.1,10
46.2,-105.2,1
46.2,-104.2,1
46.5,-103.1,1
46.5,-102.6,1
46.6,-107.8,1
46.6,-107.6,1
46.6,-107.4,2
46.6,-103.2,1
46.6,-103.1,1
46.7,-108.0,2
46.7,-107.7,1
46.7,-107.6,1
46.7,-107.5,4
46.7,-104.2,4
46.7,-103.2,1
46.7,-103.0,2
46.7,-102.9,1
46.7,-102.7,1
46.8,-107.7,1
46.8,-103.4,1
46.8,-103.2,1
46.8,-103.0,1
46.8,-102.9,6
46.8,-102.6,1
46.9,-107.7,1
46.9,-104.2,10
46.9,-104.1,9
46.9,-103.8,1
46.9,-103.3,33
46.9,-103.2,95
46.9,-103.1,39
46.9,-103.0,31
46.9,-102.9,33
46.9,-102.7,1
47.0,-110.0,1
47.0,-109.6,2
47.0,-104.1,1
47.0,-103.9,2
47.0,-103.6,1
47.0,-103.4,1
47.0,-103.3,12
47.0,-103.2,25
47.0,-103.1,16
47.0,-103.0,14
47.0,-102.9,12
47.0,-102.8,3
47.0,-102.7,1
47.0,-102.5,1
47.1,-110.3,1
47.1,-103.9,2
47.1,-103.7,2
47.1,-103.6,4
47.1,-103.5,2
47.1,-103.4,7
47.1,-103.3,3
47.1,-103.2,8
47.1,-103.1,10
47.1,-103.0,13
47.1,-102.9,17
47.1,-102.8,12
47.1,-102.7,10
47.1,-102.6,5
47.2,-103.7,10
47.2,-103.6,3
47.2,-103.5,3
47.2,-103.4,2
47.2,-103.2,3
47.2,-103.1,11
47.2,-103.0,24
47.2,-102.9,52
47.2,-102.8,50
47.2,-102.7,32
47.2,-102.6,8
47.2,-102.2,1
47.3,-104.6,4
47.3,-103.8,1
47.3,-103.5,1
47.3,-103.2,2
47.3,-103.1,26
47.3,-103.0,34
47.3,-102.9,63
47.3,-102.8,30
47.3,-102.7,19
47.3,-102.6,7
47.3,-102.5,15
47.3,-102.4,2
47.3,-102.3,1
47.4,-104.6,2
47.4,-104.0,1
47.4,-103.8,1
47.4,-103.6,2
47.4,-103.5,2
47.4,-103.4,2
47.4,-103.3,4
47.4,-103.2,1
47.4,-103.1,52
47.4,-103.0,72
47.4,-102.9,83
47.4,-102.8,101
47.4,-102.7,165
47.4,-102.6,124
47.4,-102.5,57
47.4,-102.4,30
47.4,-102.3,6
47.5,-105.0,2
47.5,-104.2,1
47.5,-104.1,6
47.5,-104.0,4
47.5,-103.9,2
47.5,-103.8,3
47.5,-103.7,4
47.5,-103.6,1
47.5,-103.5,1
47.5,-103.4,7
47.5,-103.3,6
47.5,-103.2,17
47.5,-103.1,26
47.5,-103.0,123
47.5,-102.9,190
47.5,-102.8,187
47.5,-102.7,110
47.5,-102.6,92
47.5,-102.5,51
47.5,-102.4,25
47.5,-102.3,4
47.5,-101.2,1
47.6,-104.5,2
47.6,-104.4,5
47.6,-104.2,4
47.6,-104.1,8
47.6,-104.0,1
47.6,-103.9,8
47.6,-103.8,1
47.6,-103.7,9
47.6,-103.6,2
47.6,-103.5,26
47.6,-103.4,4
47.6,-103.3,20
47.6,-103.2,14
47.6,-103.1,77
47.6,-103.0,91
47.6,-102.9,132
47.6,-102.8,60
47.6,-102.7,129
47.6,-102.6,140
47.6,-102.5,166
47.6,-102.4,36
47.6,-102.3,2
47.7,-105.1,1
47.7,-105.0,2
47.7,-104.9,6
47.7,-104.8,9
47.7,-104.7,5
47.7,-104.6,16
47.7,-104.5,10
47.7,-104.4,9
47.7,-104.3,12
47.7,-104.2,6
47.7,-104.1,6
47.7,-103.9,1
47.7,-103.8,27
47.7,-103.7,41
47.7,-103.6,32
47.7,-103.5,41
47.7,-103.4,69
47.7,-103.3,114
47.7,-103.2,83
47.7,-103.1,73
47.7,-103.0,83
47.7,-102.9,160
47.7,-102.8,114
47.7,-102.7,117
47.7,-102.6,143
47.7,-102.5,170
47.7,-102.4,126
47.7,-102.3,46
47.7,-102.2,3
47.8,-105.1,3
47.8,-105.0,19
47.8,-104.9,18
47.8,-104.8,19
47.8,-104.7,12
47.8,-104.6,15
47.8,-104.5,15
47.8,-104.4,15
47.8,-104.3,11
47.8,-104.2,4
47.8,-104.1,15
47.8,-104.0,30
47.8,-103.9,3
47.8,-103.8,25
47.8,-103.7,35
47.8,-103.6,89
47.8,-103.5,67
47.8,-103.4,139
47.8,-103.3,131
47.8,-103.2,129
47.8,-103.1,208
47.8,-103.0,211
47.8,-102.9,223
47.8,-102.8,210
47.8,-102.7,140
47.8,-102.6,170
47.8,-102.5,120
47.8,-102.4,88
47.8,-102.3,7
47.8,-102.2,32
47.8,-101.0,1
47.9,-105.2,1
47.9,-105.1,2
47.9,-105.0,8
47.9,-104.9,10
47.9,-104.8,16
47.9,-104.7,16
47.9,-104.6,17
47.9,-104.5,1
47.9,-104.4,8
47.9,-104.3,6
47.9,-104.2,54
47.9,-104.1,56
47.9,-104.0,21
47.9,-103.9,42
47.9,-103.8,33
47.9,-103.7,59
47.9,-103.6,74
47.9,-103.5,115
47.9,-103.4,108
47.9,-103.3,132
47.9,-103.2,98
47.9,-103.1,104
47.9,-103.0,95
47.9,-102.9,156
47.9,-102.8,96
47.9,-102.7,165
47.9,-102.6,128
47.9,-102.5,151
47.9,-102.4,93
47.9,-102.3,61
47.9,-102.2,50
48.0,-105.2,2
48.0,-105.1,1
48.0,-105.0,6
48.0,-104.9,15
48.0,-104.8,12
48.0,-104.7,9
48.0,-104.6,6
48.0,-104.5,2
48.0,-104.4,8
48.0,-104.3,23
48.0,-104.2,26
48.0,-104.1,39
48.0,-104.0,42
48.0,-103.9,44
48.0,-103.8,24
48.0,-103.7,72
48.0,-103.6,66
48.0,-103.5,109
48.0,-103.4,129
48.0,-103.3,154
48.0,-103.2,136
48.0,-103.1,113
48.0,-103.0,203
48.0,-102.9,146
48.0,-102.8,120
48.0,-102.7,210
48.0,-102.6,130
48.0,-102.5,138
48.0,-102.4,118
48.0,-102.3,89
48.0,-102.2,83
48.0,-102.1,10
48.0,-102.0,3
48.0,-101.2,1
48.0,-101.1,1
48.1,-104.9,4
48.1,-104.8,2
48.1,-104.7,1
48.1,-104.4,6
48.1,-104.3,37
48.1,-104.2,20
48.1,-104.1,29
48.1,-104.0,37
48.1,-103.9,23
48.1,-103.8,37
48.1,-103.7,66
48.1,-103.6,67
48.1,-103.5,112
48.1,-103.4,120
48.1,-103.3,151
48.1,-103.2,104
48.1,-103.1,131
48.1,-103.0,67
48.1,-102.9,88
48.1,-102.8,162
48.1,-102.7,165
48.1,-102.6,196
48.1,-102.5,84
48.1,-102.4,104
48.1,-102.3,47
48.1,-102.2,60
48.1,-102.1,8
48.2,-105.1,1
48.2,-104.9,1
48.2,-104.7,1
48.2,-104.5,1
48.2,-104.4,3
48.2,-104.3,7
48.2,-104.2,27
48.2,-104.1,31
48.2,-104.0,35
48.2,-103.9,30
48.2,-103.8,28
48.2,-103.7,87
48.2,-103.6,95
48.2,-103.5,111
48.2,-103.4,107
48.2,-103.3,139
48.2,-103.2,140
48.2,-103.1,112
48.2,-103.0,82
48.2,-102.9,122
48.2,-102.8,189
48.2,-102.7,166
48.2,-102.6,132
48.2,-102.5,105
48.2,-102.4,66
48.2,-102.3,53
48.2,-102.2,29
48.2,-102.0,1
48.2,-100.0,1
48.3,-113.3,1
48.3,-110.0,1
48.3,-104.5,1
48.3,-104.4,3
48.3,-104.3,1
48.3,-104.2,2
48.3,-104.1,5
48.3,-104.0,12
48.3,-103.9,24
48.3,-103.8,46
48.3,-103.7,80
48.3,-103.6,127
48.3,-103.5,133
48.3,-103.4,116
48.3,-103.3,112
48.3,-103.2,71
48.3,-103.1,79
48.3,-103.0,64
48.3,-102.9,69
48.3,-102.8,91
48.3,-102.7,127
48.3,-102.6,112
48.3,-102.5,77
48.3,-102.4,52
48.3,-102.3,30
48.3,-102.2,7
48.4,-106.1,3
48.4,-104.6,1
48.4,-104.4,1
48.4,-104.3,1
48.4,-104.1,5
48.4,-104.0,9
48.4,-103.9,6
48.4,-103.8,10
48.4,-103.7,18
48.4,-103.6,48
48.4,-103.5,94
48.4,-103.4,65
48.4,-103.3,62
48.4,-103.2,36
48.4,-103.1,38
48.4,-103.0,24
48.4,-102.9,43
48.4,-102.8,44
48.4,-102.7,57
48.4,-102.6,45
48.4,-102.5,12
48.4,-102.4,13
48.4,-102.3,41
48.4,-102.2,32
48.5,-113.2,2
48.5,-111.6,1
48.5,-104.0,2
48.5,-103.9,8
48.5,-103.8,12
48.5,-103.7,38
48.5,-103.6,74
48.5,-103.5,84
48.5,-103.4,55
48.5,-103.3,35
48.5,-103.2,18
48.5,-103.1,35
48.5,-103.0,81
48.5,-102.9,71
48.5,-102.8,38
48.5,-102.7,50
48.5,-102.6,32
48.5,-102.5,17
48.5,-102.4,36
48.5,-102.3,13
48.5,-102.2,4
48.6,-111.2,1
48.6,-104.8,1
48.6,-104.4,3
48.6,-104.0,1
48.6,-103.9,5
48.6,-103.8,3
48.6,-103.7,26
48.6,-103.6,23
48.6,-103.5,25
48.6,-103.4,35
48.6,-103.3,32
48.6,-103.2,17
48.6,-103.1,6
48.6,-103.0,58
48.6,-102.9,52
48.6,-102.8,32
48.6,-102.7,13
48.6,-102.6,12
48.6,-102.5,5
48.6,-102.4,6
48.6,-102.3,13
48.6,-100.4,2
48.7,-112.4,2
48.7,-111.6,1
48.7,-104.0,9
48.7,-103.9,31
48.7,-103.8,23
48.7,-103.7,12
48.7,-103.6,16
48.7,-103.5,19
48.7,-103.4,26
48.7,-103.3,9
48.7,-103.2,14
48.7,-103.1,19
48.7,-103.0,30
48.7,-102.9,25
48.7,-102.8,17
48.7,-102.7,25
48.7,-102.6,8
48.7,-102.5,14
48.7,-102.4,8
48.7,-102.3,6
48.7,-101.5,1
48.8,-113.0,1
48.8,-112.8,1
48.8,-112.6,1
48.8,-112.5,1
48.8,-111.6,3
48.8,-105.5,1
48.8,-104.9,1
48.8,-104.1,1
48.8,-104.0,2
48.8,-103.9,6
48.8,-103.8,16
48.8,-103.7,12
48.8,-103.6,25
48.8,-103.5,15
48.8,-103.4,29
48.8,-103.3,18
48.8,-103.2,16
48.8,-103.1,14
48.8,-103.0,16
48.8,-102.9,8
48.8,-102.8,8
48.8,-102.7,6
48.8,-102.6,13
48.8,-102.4,3
48.8,-102.3,3
48.8,-101.7,1
48.8,-101.3,1
48.9,-113.3,1
48.9,-113.0,1
48.9,-112.8,1
48.9,-112.4,1
48.9,-111.9,1
48.9,-105.6,1
48.9,-104.6,1
48.9,-104.2,1
48.9,-104.1,3
48.9,-104.0,7
48.9,-103.8,19
48.9,-103.7,22
48.9,-103.6,39
48.9,-103.5,50
48.9,-103.4,8
48.9,-103.3,5
48.9,-103.2,5
48.9,-103.1,1
48.9,-103.0,2
48.9,-102.9,1
48.9,-102.7,3
48.9,-102.5,6
48.9,-102.4,9
48.9,-102.3,2
48.9,-102.2,1
48.9,-100.6,16
48.9,-100.5,1
49.0,-113.3,1
49.0,-111.9,1
49.0,-104.4,2
49.0,-104.3,2
49.0,-104.2,5
49.0,-104.1,2
49.0,-104.0,1
49.0,-103.9,18
49.0,-103.8,29
49.0,-103.7,35
49.0,-103.6,45
49.0,-103.5,19
49.0,-103.4,4
49.0,-103.3,1
49.0,-103.2,2
49.0,-103.1,2
49.0,-102.9,1
49.0,-102.7,8
49.0,-102.6,10
49.0,-102.5,2
49.0,-102.4,1
49.0,-102.3,1
49.0,-100.8,11
49.0,-100.7,4
49.0,-100.6,68
