lat,lon,jobs
33.7,-96.6,9
33.7,-88.8,1
33.7,-88.6,1
33.7,-88.5,5
33.7,-88.4,5
33.7,-88.3,1
33.7,-88.2,2
33.8,-118.2,4
33.8,-103.8,1
33.8,-102.5,1
33.8,-102.4,5
33.8,-99.9,1
33.8,-99.1,1
33.8,-99.0,2
33.8,-98.9,7
33.8,-98.8,9
33.8,-98.7,31
33.8,-98.6,8
33.8,-98.5,25
33.8,-98.4,12
33.8,-98.3,4
33.8,-98.2,1
33.8,-97.5,1
33.8,-97.2,4
33.8,-97.1,4
33.8,-97.0,6
33.8,-96.9,16
33.8,-96.7,10
33.9,-118.2,1
33.9,-109.7,1
33.9,-100.2,1
33.9,-99.1,28
33.9,-99.0,9
33.9,-98.9,37
33.9,-98.8,128
33.9,-98.7,31
33.9,-98.6,2
33.9,-98.5,5
33.9,-97.7,18
33.9,-97.6,1
33.9,-97.5,2
33.9,-97.4,15
33.9,-97.3,2
33.9,-97.2,16
33.9,-97.1,25
33.9,-97.0,2
33.9,-96.8,4
34.0,-118.4,2
34.0,-101.9,1
34.0,-101.7,2
34.0,-100.8,1
34.0,-100.2,8
34.0,-99.4,1
34.0,-99.3,4
34.0,-99.2,52
34.0,-99.1,11
34.0,-99.0,45
34.0,-98.9,48
34.0,-98.8,2
34.0,-98.5,1
34.0,-98.4,2
34.0,-98.2,19
34.0,-98.0,2
34.0,-97.5,2
34.0,-97.4,13
34.0,-97.3,39
34.0,-97.2,27
34.0,-97.1,7
34.0,-97.0,41
34.0,-96.8,1
34.0,-96.6,3
34.0,-96.5,2
34.0,-96.4,5
34.0,-95.0,1
34.1,-99.7,3
34.1,-99.6,3
34.1,-99.5,2
34.1,-99.4,1
34.1,-99.2,2
34.1,-99.1,3
34.1,-99.0,5
34.1,-98.9,6
34.1,-98.8,3
34.1,-98.7,3
34.1,-98.6,3
34.1,-97.6,8
34.1,-97.5,3
34.1,-97.4,21
34.1,-97.3,3
34.1,-97.2,17
34.1,-97.1,1
34.1,-96.9,3
34.1,-96.8,4
34.1,-96.7,45
34.1,-96.6,46
34.1,-96.5,1
34.1,-96.1,2
34.1,-93.0,1
34.2,-100.0,1
34.2,-99.8,3
34.2,-99.7,2
34.2,-99.6,1
34.2,-99.5,3
34.2,-99.3,1
34.2,-99.2,1
34.2,-98.7,1
34.2,-97.8,1
34.2,-97.7,2
34.2,-97.6,2
34.2,-97.5,4
34.2,-97.4,151
34.2,-97.3,13
34.2,-97.2,8
34.2,-97.1,21
34.2,-97.0,76
34.2,-96.9,77
34.2,-96.8,41
34.2,-96.7,13
34.2,-96.2,1
34.2,-96.1,1
34.3,-119.4,1
34.3,-119.3,9
34.3,-119.2,1
34.3,-119.0,2
34.3,-118.6,1
34.3,-99.8,1
34.3,-99.7,11
34.3,-99.6,4
34.3,-99.5,2
34.3,-99.4,1
34.3,-99.3,31
34.3,-99.2,1
34.3,-99.1,4
34.3,-99.0,15
34.3,-98.9,1
34.3,-97.7,88
34.3,-97.6,24
34.3,-97.5,59
34.3,-97.4,49
34.3,-97.3,1
34.3,-97.2,3
34.3,-97.1,35
34.3,-97.0,53
34.3,-96.9,9
34.3,-96.4,1
34.3,-96.2,2
34.4,-118.9,5
34.4,-118.8,1
34.4,-102.3,1
34.4,-99.7,1
34.4,-99.6,8
34.4,-98.0,1
34.4,-97.7,41
34.4,-97.6,81
34.4,-97.5,173
34.4,-97.4,223
34.4,-96.4,1
34.4,-96.3,4
34.4,-96.2,12
34.4,-96.1,2
34.4,-96.0,1
34.5,-118.9,14
34.5,-102.4,1
34.5,-101.5,1
34.5,-99.6,1
34.5,-99.2,40
34.5,-98.0,3
34.5,-97.8,30
34.5,-97.7,71
34.5,-97.6,79
34.5,-97.5,94
34.5,-97.4,6
34.5,-97.3,17
34.5,-97.2,20
34.5,-97.1,5
34.5,-96.4,1
34.5,-96.3,43
34.5,-96.2,7
34.5,-96.0,1
34.5,-95.9,1
34.5,-95.8,1
34.6,-99.7,2
34.6,-99.3,39
34.6,-98.0,8
34.6,-97.9,1
34.6,-97.8,2
34.6,-97.7,23
34.6,-97.6,103
34.6,-97.5,37
34.6,-97.4,17
34.6,-97.3,1
34.6,-97.2,3
34.6,-96.6,67
34.6,-96.5,21
34.6,-96.4,16
34.6,-96.3,20
34.6,-96.2,16
34.6,-96.1,25
34.6,-96.0,4
34.6,-95.8,1
34.6,-95.7,1
34.6,-95.0,1
34.7,-101.3,1
34.7,-98.1,1
34.7,-98.0,8
34.7,-97.9,5
34.7,-97.8,10
34.7,-97.7,186
34.7,-97.6,226
34.7,-97.5,45
34.7,-97.4,3
34.7,-97.3,5
34.7,-97.0,2
34.7,-96.4,4
34.7,-96.3,8
34.7,-96.2,20
34.7,-96.1,30
34.7,-96.0,5
34.7,-95.9,2
34.7,-95.8,1
34.7,-95.3,2
34.7,-95.2,1
34.8,-98.3,1
34.8,-98.0,2
34.8,-97.9,2
34.8,-97.8,126
34.8,-97.7,90
34.8,-97.6,65
34.8,-97.5,23
34.8,-97.3,2
34.8,-97.2,1
34.8,-96.9,1
34.8,-96.7,2
34.8,-96.4,3
34.8,-96.3,5
34.8,-96.2,2
34.8,-96.1,45
34.8,-96.0,6
34.8,-95.9,2
34.8,-95.7,8
34.8,-95.5,2
34.8,-95.3,4
34.8,-95.2,1
34.8,-95.1,7
34.9,-98.4,1
34.9,-98.3,2
34.9,-98.2,46
34.9,-98.1,34
34.9,-98.0,26
34.9,-97.9,14
34.9,-97.8,96
34.9,-97.7,104
34.9,-97.6,70
34.9,-97.5,19
34.9,-97.4,31
34.9,-97.3,19
34.9,-97.2,3
34.9,-97.1,3
34.9,-97.0,2
34.9,-96.9,9
34.9,-96.8,2
34.9,-96.7,3
34.9,-96.5,8
34.9,-96.4,25
34.9,-96.3,4
34.9,-96.2,12
34.9,-96.1,16
34.9,-96.0,18
34.9,-95.9,21
34.9,-95.7,1
34.9,-95.6,4
34.9,-95.4,2
34.9,-95.2,6
34.9,-95.1,1
35.0,-119.2,1
35.0,-119.1,1
35.0,-99.8,1
35.0,-98.5,5
35.0,-98.2,16
35.0,-98.1,23
35.0,-98.0,52
35.0,-97.9,63
35.0,-97.8,146
35.0,-97.7,111
35.0,-97.6,58
35.0,-97.5,10
35.0,-97.4,46
35.0,-97.3,6
35.0,-97.1,6
35.0,-97.0,5
35.0,-96.9,7
35.0,-96.8,8
35.0,-96.7,6
35.0,-96.6,7
35.0,-96.5,37
35.0,-96.4,19
35.0,-96.3,11
35.0,-96.2,50
35.0,-96.1,33
35.0,-96.0,11
35.0,-95.9,19
35.0,-95.8,16
35.0,-95.7,2
35.0,-95.5,3
35.0,-95.4,1
35.0,-95.3,2
35.0,-95.1,1
35.0,-95.0,12
35.0,-94.9,6
35.1,-119.4,3
35.1,-119.3,14
35.1,-119.2,1
35.1,-100.4,1
35.1,-98.7,2
35.1,-98.5,2
35.1,-98.4,1
35.1,-98.3,1
35.1,-98.1,3
35.1,-98.0,28
35.1,-97.9,35
35.1,-97.8,104
35.1,-97.7,78
35.1,-97.6,51
35.1,-97.5,22
35.1,-97.4,13
35.1,-97.2,2
35.1,-97.0,7
35.1,-96.9,9
35.1,-96.8,3
35.1,-96.7,5
35.1,-96.6,8
35.1,-96.5,13
35.1,-96.4,10
35.1,-96.3,12
35.1,-96.2,75
35.1,-96.1,79
35.1,-96.0,81
35.1,-95.9,38
35.1,-95.8,4
35.1,-95.7,5
35.1,-95.6,7
35.1,-95.5,54
35.1,-95.4,34
35.1,-95.3,6
35.1,-95.2,6
35.1,-94.8,2
35.1,-93.6,1
35.2,-119.5,24
35.2,-119.4,12
35.2,-119.3,25
35.2,-119.2,3
35.2,-102.2,1
35.2,-100.7,6
35.2,-100.6,1
35.2,-100.0,14
35.2,-99.8,1
35.2,-99.4,2
35.2,-99.3,5
35.2,-99.2,1
35.2,-99.1,4
35.2,-98.8,1
35.2,-98.5,1
35.2,-98.4,10
35.2,-98.3,11
35.2,-98.2,16
35.2,-98.1,8
35.2,-98.0,13
35.2,-97.9,23
35.2,-97.8,53
35.2,-97.7,46
35.2,-97.6,54
35.2,-97.5,2
35.2,-97.4,1
35.2,-97.3,2
35.2,-97.2,3
35.2,-97.1,3
35.2,-97.0,6
35.2,-96.9,1
35.2,-96.8,2
35.2,-96.7,2
35.2,-96.6,9
35.2,-96.5,2
35.2,-96.3,1
35.2,-96.2,12
35.2,-96.1,43
35.2,-96.0,47
35.2,-95.9,6
35.2,-95.5,3
35.2,-95.4,2
35.2,-94.7,1
35.2,-94.6,2
35.2,-94.2,1
35.2,-94.0,4
35.2,-93.9,6
35.2,-93.7,1
35.2,-93.6,1
35.2,-92.7,10
35.2,-92.6,5
35.2,-92.4,1
35.2,-92.3,10
35.2,-92.2,1
35.2,-92.1,2
35.2,-92.0,10
35.2,-91.9,19
35.2,-91.8,1
35.3,-119.7,1
35.3,-119.6,32
35.3,-119.5,149
35.3,-119.4,23
35.3,-119.3,7
35.3,-119.1,1
35.3,-103.6,1
35.3,-101.8,4
35.3,-101.3,3
35.3,-101.2,3
35.3,-100.3,2
35.3,-100.2,2
35.3,-100.1,23
35.3,-100.0,20
35.3,-99.8,3
35.3,-99.6,1
35.3,-99.5,4
35.3,-99.4,2
35.3,-99.2,10
35.3,-99.1,7
35.3,-99.0,2
35.3,-98.9,2
35.3,-98.8,2
35.3,-98.7,5
35.3,-98.6,3
35.3,-98.5,7
35.3,-98.4,10
35.3,-98.3,11
35.3,-98.2,4
35.3,-98.1,7
35.3,-98.0,25
35.3,-97.9,48
35.3,-97.8,72
35.3,-97.7,83
35.3,-97.6,5
35.3,-97.4,1
35.3,-97.2,1
35.3,-97.0,2
35.3,-96.9,1
35.3,-96.7,22
35.3,-96.6,8
35.3,-96.5,11
35.3,-96.4,7
35.3,-96.3,12
35.3,-96.2,1
35.3,-96.1,15
35.3,-96.0,2
35.3,-95.9,7
35.3,-93.9,2
35.3,-92.8,50
35.3,-92.7,101
35.3,-92.6,68
35.3,-92.5,66
35.3,-92.4,52
35.3,-92.3,35
35.3,-92.2,73
35.3,-92.1,24
35.3,-92.0,36
35.3,-91.9,39
35.3,-91.8,37
35.3,-91.7,3
35.3,-91.6,3
35.4,-119.8,1
35.4,-119.7,900
35.4,-119.6,4
35.4,-119.4,1
35.4,-107.9,1
35.4,-102.4,1
35.4,-101.8,14
35.4,-101.7,3
35.4,-101.4,2
35.4,-100.7,3
35.4,-100.6,3
35.4,-100.5,4
35.4,-100.3,2
35.4,-100.2,17
35.4,-100.1,115
35.4,-100.0,121
35.4,-99.9,77
35.4,-99.8,25
35.4,-99.7,11
35.4,-99.6,27
35.4,-99.5,12
35.4,-99.4,29
35.4,-99.3,8
35.4,-99.2,14
35.4,-99.1,53
35.4,-99.0,41
35.4,-98.9,20
35.4,-98.8,1
35.4,-98.7,2
35.4,-98.6,1
35.4,-98.5,10
35.4,-98.4,3
35.4,-98.3,3
35.4,-98.2,20
35.4,-98.1,52
35.4,-98.0,55
35.4,-97.9,80
35.4,-97.8,62
35.4,-97.7,8
35.4,-97.6,1
35.4,-97.5,14
35.4,-97.4,12
35.4,-97.3,2
35.4,-97.2,4
35.4,-97.1,1
35.4,-96.9,1
35.4,-96.8,1
35.4,-96.6,4
35.4,-96.5,8
35.4,-96.4,9
35.4,-96.3,12
35.4,-96.2,2
35.4,-96.1,1
35.4,-95.9,1
35.4,-95.6,3
35.4,-94.0,1
35.4,-93.8,1
35.4,-93.7,1
35.4,-92.9,3
35.4,-92.8,46
35.4,-92.7,47
35.4,-92.6,143
35.4,-92.5,124
35.4,-92.4,114
35.4,-92.3,70
35.4,-92.2,83
35.4,-92.1,108
35.4,-92.0,44
35.4,-91.9,41
35.4,-91.8,104
35.4,-91.7,91
35.4,-91.6,54
35.4,-91.5,1
35.5,-119.8,829
35.5,-119.7,1233
35.5,-119.6,1
35.5,-119.5,2
35.5,-119.3,23
35.5,-119.2,8
35.5,-103.6,1
35.5,-103.4,1
35.5,-102.4,3
35.5,-102.3,7
35.5,-102.2,28
35.5,-102.1,13
35.5,-102.0,11
35.5,-101.9,3
35.5,-101.8,5
35.5,-101.7,9
35.5,-101.5,1
35.5,-101.4,2
35.5,-101.3,3
35.5,-100.6,1
35.5,-100.5,4
35.5,-100.4,6
35.5,-100.3,25
35.5,-100.2,123
35.5,-100.1,103
35.5,-100.0,100
35.5,-99.9,12
35.5,-99.8,15
35.5,-99.7,6
35.5,-99.6,22
35.5,-99.5,12
35.5,-99.4,20
35.5,-99.3,7
35.5,-99.2,1
35.5,-99.1,7
35.5,-99.0,3
35.5,-98.9,3
35.5,-98.7,1
35.5,-98.6,8
35.5,-98.5,8
35.5,-98.4,8
35.5,-98.3,22
35.5,-98.2,15
35.5,-98.1,89
35.5,-98.0,95
35.5,-97.9,87
35.5,-97.8,45
35.5,-97.6,7
35.5,-97.5,5
35.5,-97.4,5
35.5,-97.3,1
35.5,-97.1,9
35.5,-97.0,2
35.5,-96.9,14
35.5,-96.8,1
35.5,-96.5,1
35.5,-96.4,6
35.5,-96.2,3
35.5,-96.1,2
35.5,-96.0,2
35.5,-95.6,2
35.5,-95.3,1
35.5,-93.9,1
35.5,-92.8,1
35.5,-92.7,43
35.5,-92.6,91
35.5,-92.5,130
35.5,-92.4,93
35.5,-92.3,122
35.5,-92.2,128
35.5,-92.1,3
35.5,-92.0,66
35.5,-91.9,118
35.5,-91.8,100
35.5,-91.7,48
35.5,-91.6,12
35.5,-91.5,2
35.6,-119.8,2
35.6,-119.7,283
35.6,-119.5,2
35.6,-119.4,7
35.6,-119.3,35
35.6,-102.4,1
35.6,-102.3,11
35.6,-102.2,8
35.6,-102.1,3
35.6,-102.0,8
35.6,-101.9,33
35.6,-101.8,4
35.6,-101.7,4
35.6,-101.6,1
35.6,-101.5,2
35.6,-100.5,1
35.6,-100.4,3
35.6,-100.3,69
35.6,-100.2,68
35.6,-100.1,25
35.6,-100.0,9
35.6,-99.9,13
35.6,-99.8,17
35.6,-99.7,13
35.6,-99.6,5
35.6,-99.5,12
35.6,-99.4,4
35.6,-99.3,11
35.6,-99.2,6
35.6,-99.1,1
35.6,-99.0,12
35.6,-98.9,8
35.6,-98.8,1
35.6,-98.7,12
35.6,-98.6,28
35.6,-98.5,19
35.6,-98.4,13
35.6,-98.3,50
35.6,-98.2,306
35.6,-98.1,142
35.6,-98.0,57
35.6,-97.9,70
35.6,-97.8,39
35.6,-97.7,13
35.6,-97.6,16
35.6,-97.5,1
35.6,-97.2,4
35.6,-97.1,1
35.6,-97.0,1
35.6,-96.9,1
35.6,-96.8,3
35.6,-96.7,1
35.6,-96.6,3
35.6,-96.5,3
35.6,-96.4,1
35.6,-96.3,2
35.6,-96.2,4
35.6,-96.1,1
35.6,-95.8,1
35.6,-92.5,22
35.6,-92.4,17
35.6,-92.3,10
35.6,-92.2,31
35.6,-92.1,36
35.6,-92.0,19
35.6,-91.9,23
35.6,-91.8,4
35.6,-91.7,5
35.6,-91.6,3
35.6,-91.1,1
35.7,-119.8,108
35.7,-102.5,2
35.7,-102.4,1
35.7,-102.0,1
35.7,-101.9,17
35.7,-101.8,39
35.7,-101.7,42
35.7,-101.6,1
35.7,-100.5,8
35.7,-100.4,20
35.7,-100.3,44
35.7,-100.2,61
35.7,-100.1,33
35.7,-100.0,20
35.7,-99.9,11
35.7,-99.8,36
35.7,-99.7,43
35.7,-99.6,7
35.7,-99.4,17
35.7,-99.3,13
35.7,-99.2,3
35.7,-99.1,10
35.7,-99.0,9
35.7,-98.9,10
35.7,-98.8,22
35.7,-98.7,54
35.7,-98.6,57
35.7,-98.5,65
35.7,-98.4,55
35.7,-98.3,88
35.7,-98.2,142
35.7,-98.1,54
35.7,-98.0,72
35.7,-97.9,72
35.7,-97.8,73
35.7,-97.7,24
35.7,-97.6,34
35.7,-97.5,3
35.7,-97.4,1
35.7,-97.2,4
35.7,-97.1,1
35.7,-96.9,2
35.7,-96.8,26
35.7,-96.7,3
35.7,-96.6,1
35.7,-96.5,9
35.7,-96.4,8
35.7,-96.3,3
35.7,-96.2,13
35.7,-95.9,9
35.7,-95.7,7
35.8,-103.9,6
35.8,-103.8,9
35.8,-103.0,1
35.8,-102.6,3
35.8,-102.0,2
35.8,-101.9,6
35.8,-101.8,40
35.8,-101.7,29
35.8,-101.5,4
35.8,-100.8,4
35.8,-100.7,3
35.8,-100.6,25
35.8,-100.5,12
35.8,-100.4,18
35.8,-100.3,14
35.8,-100.2,33
35.8,-100.1,31
35.8,-100.0,50
35.8,-99.9,41
35.8,-99.8,47
35.8,-99.7,64
35.8,-99.6,25
35.8,-99.5,34
35.8,-99.4,12
35.8,-99.3,29
35.8,-99.2,12
35.8,-99.1,12
35.8,-99.0,14
35.8,-98.9,18
35.8,-98.8,23
35.8,-98.7,22
35.8,-98.6,38
35.8,-98.5,52
35.8,-98.4,62
35.8,-98.3,148
35.8,-98.2,177
35.8,-98.1,120
35.8,-98.0,102
35.8,-97.9,87
35.8,-97.8,115
35.8,-97.7,39
35.8,-97.6,9
35.8,-97.5,8
35.8,-97.4,1
35.8,-97.2,1
35.8,-97.0,1
35.8,-96.9,10
35.8,-96.8,8
35.8,-96.7,4
35.8,-96.6,5
35.8,-96.5,3
35.8,-96.2,1
35.8,-96.0,2
35.8,-95.7,2
35.9,-104.1,1
35.9,-104.0,4
35.9,-103.9,6
35.9,-103.8,2
35.9,-103.6,2
35.9,-103.5,1
35.9,-102.4,6
35.9,-102.3,1
35.9,-102.2,1
35.9,-102.0,3
35.9,-101.9,27
35.9,-101.8,35
35.9,-101.7,23
35.9,-101.6,14
35.9,-101.5,9
35.9,-101.4,1
35.9,-101.2,1
35.9,-101.0,2
35.9,-100.9,27
35.9,-100.8,26
35.9,-100.7,51
35.9,-100.6,48
35.9,-100.5,42
35.9,-100.4,18
35.9,-100.3,27
35.9,-100.2,30
35.9,-100.1,12
35.9,-100.0,13
35.9,-99.9,9
35.9,-99.8,83
35.9,-99.7,75
35.9,-99.6,38
35.9,-99.5,22
35.9,-99.4,8
35.9,-99.3,47
35.9,-99.2,41
35.9,-99.1,10
35.9,-99.0,7
35.9,-98.9,20
35.9,-98.8,17
35.9,-98.7,33
35.9,-98.6,15
35.9,-98.5,26
35.9,-98.4,43
35.9,-98.3,54
35.9,-98.2,129
35.9,-98.1,105
35.9,-98.0,76
35.9,-97.9,85
35.9,-97.8,245
35.9,-97.7,105
35.9,-97.6,31
35.9,-97.5,32
35.9,-97.4,11
35.9,-97.1,1
35.9,-97.0,13
35.9,-96.9,46
35.9,-96.8,6
35.9,-96.7,2
35.9,-96.5,3
35.9,-96.4,9
35.9,-96.3,6
35.9,-96.2,1
35.9,-95.8,1
35.9,-95.6,6
35.9,-95.4,17
36.0,-120.0,1
36.0,-107.1,2
36.0,-104.0,1
36.0,-103.8,1
36.0,-103.7,2
36.0,-103.6,2
36.0,-102.4,3
36.0,-102.3,1
36.0,-102.1,1
36.0,-102.0,2
36.0,-101.9,5
36.0,-101.8,7
36.0,-101.7,14
36.0,-101.6,14
36.0,-101.5,4
36.0,-101.4,1
36.0,-101.2,3
36.0,-101.1,6
36.0,-101.0,22
36.0,-100.9,25
36.0,-100.8,27
36.0,-100.7,29
36.0,-100.6,16
36.0,-100.5,16
36.0,-100.4,22
36.0,-100.3,33
36.0,-100.2,39
36.0,-100.1,10
36.0,-100.0,11
36.0,-99.9,21
36.0,-99.8,116
36.0,-99.7,72
36.0,-99.6,30
36.0,-99.5,13
36.0,-99.4,9
36.0,-99.2,26
36.0,-99.1,18
36.0,-99.0,16
36.0,-98.9,24
36.0,-98.8,11
36.0,-98.7,24
36.0,-98.6,18
36.0,-98.5,10
36.0,-98.4,3
36.0,-98.3,10
36.0,-98.2,39
36.0,-98.1,32
36.0,-98.0,56
36.0,-97.9,142
36.0,-97.8,190
36.0,-97.7,104
36.0,-97.6,24
36.0,-97.5,49
36.0,-97.4,44
36.0,-97.3,18
36.0,-97.2,23
36.0,-97.1,24
36.0,-97.0,23
36.0,-96.9,47
36.0,-96.8,19
36.0,-96.7,4
36.0,-96.6,30
36.0,-96.5,18
36.0,-96.4,5
36.0,-96.3,3
36.0,-96.0,10
36.0,-95.8,2
36.0,-95.5,1
36.0,-95.4,6
36.1,-107.6,9
36.1,-107.5,15
36.1,-107.4,9
36.1,-107.3,2
36.1,-103.8,1
36.1,-103.7,1
36.1,-102.2,1
36.1,-102.1,2
36.1,-102.0,8
36.1,-101.9,10
36.1,-101.8,4
36.1,-101.3,1
36.1,-101.2,2
36.1,-101.1,9
36.1,-101.0,50
36.1,-100.9,49
36.1,-100.8,35
36.1,-100.7,61
36.1,-100.6,62
36.1,-100.5,39
36.1,-100.4,52
36.1,-100.3,54
36.1,-100.2,49
36.1,-100.1,19
36.1,-100.0,32
36.1,-99.9,78
36.1,-99.8,74
36.1,-99.7,12
36.1,-99.6,16
36.1,-99.5,8
36.1,-99.4,5
36.1,-99.3,4
36.1,-99.2,6
36.1,-99.1,26
36.1,-99.0,40
36.1,-98.9,28
36.1,-98.8,39
36.1,-98.7,41
36.1,-98.6,19
36.1,-98.5,18
36.1,-98.4,3
36.1,-98.3,2
36.1,-98.2,11
36.1,-98.1,30
36.1,-98.0,55
36.1,-97.9,62
36.1,-97.8,106
36.1,-97.7,65
36.1,-97.6,39
36.1,-97.5,79
36.1,-97.4,44
36.1,-97.3,52
36.1,-97.2,11
36.1,-97.1,26
36.1,-97.0,58
36.1,-96.9,22
36.1,-96.8,11
36.1,-96.7,3
36.1,-96.6,11
36.1,-96.5,5
36.1,-96.4,1
36.1,-96.3,3
36.1,-96.2,2
36.2,-108.0,12
36.2,-107.9,4
36.2,-107.8,60
36.2,-107.7,78
36.2,-107.6,66
36.2,-107.5,88
36.2,-107.4,19
36.2,-107.2,2
36.2,-107.1,11
36.2,-102.1,4
36.2,-102.0,17
36.2,-101.9,3
36.2,-101.8,1
36.2,-101.7,1
36.2,-101.6,3
36.2,-101.2,11
36.2,-101.1,13
36.2,-101.0,5
36.2,-100.9,28
36.2,-100.8,24
36.2,-100.7,37
36.2,-100.6,24
36.2,-100.5,18
36.2,-100.4,25
36.2,-100.3,7
36.2,-100.2,25
36.2,-100.1,28
36.2,-100.0,76
36.2,-99.9,57
36.2,-99.8,22
36.2,-99.7,11
36.2,-99.6,6
36.2,-99.5,2
36.2,-99.4,2
36.2,-99.3,10
36.2,-99.2,12
36.2,-99.1,12
36.2,-99.0,27
36.2,-98.9,35
36.2,-98.8,64
36.2,-98.7,35
36.2,-98.6,11
36.2,-98.5,25
36.2,-98.4,10
36.2,-98.3,14
36.2,-98.2,12
36.2,-98.1,3
36.2,-98.0,14
36.2,-97.9,44
36.2,-97.8,30
36.2,-97.7,21
36.2,-97.6,18
36.2,-97.5,22
36.2,-97.4,24
36.2,-97.3,28
36.2,-97.2,25
36.2,-97.1,21
36.2,-97.0,29
36.2,-96.9,16
36.2,-96.8,25
36.2,-96.7,21
36.2,-96.6,1
36.2,-96.5,9
36.2,-96.4,18
36.2,-96.3,3
36.2,-96.2,2
36.2,-96.1,1
36.2,-96.0,6
36.2,-92.7,1
36.3,-108.2,1
36.3,-108.0,9
36.3,-107.9,10
36.3,-107.8,74
36.3,-107.7,54
36.3,-107.6,19
36.3,-107.5,28
36.3,-107.4,1
36.3,-107.2,9
36.3,-107.1,4
36.3,-102.0,6
36.3,-101.9,2
36.3,-101.8,2
36.3,-101.7,3
36.3,-101.6,1
36.3,-101.5,1
36.3,-101.4,1
36.3,-101.3,5
36.3,-101.2,6
36.3,-101.1,7
36.3,-101.0,31
36.3,-100.9,14
36.3,-100.8,16
36.3,-100.7,22
36.3,-100.6,21
36.3,-100.5,19
36.3,-100.4,15
36.3,-100.3,1
36.3,-100.2,32
36.3,-100.1,26
36.3,-100.0,21
36.3,-99.9,18
36.3,-99.8,12
36.3,-99.7,5
36.3,-99.6,2
36.3,-99.5,7
36.3,-99.4,1
36.3,-99.3,3
36.3,-99.2,1
36.3,-99.0,3
36.3,-98.9,12
36.3,-98.8,7
36.3,-98.7,26
36.3,-98.6,19
36.3,-98.5,8
36.3,-98.4,4
36.3,-98.3,8
36.3,-98.2,8
36.3,-98.1,17
36.3,-98.0,4
36.3,-97.9,6
36.3,-97.8,20
36.3,-97.7,29
36.3,-97.6,11
36.3,-97.5,18
36.3,-97.4,15
36.3,-97.3,5
36.3,-97.2,35
36.3,-97.1,21
36.3,-97.0,26
36.3,-96.9,17
36.3,-96.8,22
36.3,-96.7,1
36.3,-96.5,73
36.3,-96.4,1
36.3,-96.3,3
36.3,-96.2,2
36.3,-96.0,5
36.3,-95.9,7
36.3,-91.9,2
36.4,-108.1,2
36.4,-108.0,10
36.4,-107.9,5
36.4,-107.8,3
36.4,-107.7,3
36.4,-107.6,2
36.4,-107.5,8
36.4,-107.4,10
36.4,-107.3,2
36.4,-107.2,8
36.4,-107.1,1
36.4,-107.0,1
36.4,-101.9,1
36.4,-101.8,1
36.4,-101.6,4
36.4,-101.5,2
36.4,-101.2,6
36.4,-101.1,10
36.4,-101.0,14
36.4,-100.9,9
36.4,-100.8,8
36.4,-100.7,11
36.4,-100.6,10
36.4,-100.5,12
36.4,-100.4,8
36.4,-100.3,7
36.4,-100.2,1
36.4,-100.1,3
36.4,-100.0,6
36.4,-99.9,1
36.4,-99.5,5
36.4,-99.3,3
36.4,-99.0,2
36.4,-98.9,2
36.4,-98.8,1
36.4,-98.7,12
36.4,-98.6,9
36.4,-98.5,27
36.4,-98.4,2
36.4,-98.3,6
36.4,-98.2,3
36.4,-97.8,3
36.4,-97.7,14
36.4,-97.6,24
36.4,-97.5,5
36.4,-97.4,6
36.4,-97.3,8
36.4,-97.2,7
36.4,-97.0,17
36.4,-96.9,9
36.4,-96.8,11
36.4,-96.4,1
36.4,-96.1,2
36.5,-108.8,4
36.5,-108.1,1
36.5,-108.0,8
36.5,-107.9,3
36.5,-107.8,4
36.5,-107.7,16
36.5,-107.6,11
36.5,-107.5,20
36.5,-107.4,39
36.5,-107.3,22
36.5,-107.2,15
36.5,-107.1,31
36.5,-101.9,1
36.5,-101.8,2
36.5,-101.7,2
36.5,-101.6,7
36.5,-101.5,6
36.5,-101.4,14
36.5,-101.3,9
36.5,-101.2,1
36.5,-101.0,8
36.5,-100.9,15
36.5,-100.8,13
36.5,-100.7,17
36.5,-100.6,3
36.5,-100.5,5
36.5,-100.4,3
36.5,-100.3,2
36.5,-100.2,5
36.5,-100.1,2
36.5,-99.9,2
36.5,-99.8,1
36.5,-99.6,2
36.5,-99.5,6
36.5,-99.4,2
36.5,-99.3,1
36.5,-98.8,6
36.5,-98.7,2
36.5,-98.6,33
36.5,-98.5,15
36.5,-98.4,21
36.5,-98.3,26
36.5,-98.2,11
36.5,-98.1,8
36.5,-98.0,27
36.5,-97.9,34
36.5,-97.8,2
36.5,-97.7,51
36.5,-97.6,15
36.5,-97.5,5
36.5,-97.4,26
36.5,-97.3,21
36.5,-97.1,1
36.5,-97.0,1
36.5,-96.9,3
36.5,-96.8,2
36.5,-96.3,2
36.5,-96.2,4
36.5,-96.1,1
36.5,-96.0,8
36.5,-95.5,4
36.6,-108.2,6
36.6,-108.1,11
36.6,-108.0,17
36.6,-107.9,15
36.6,-107.8,11
36.6,-107.7,11
36.6,-107.6,44
36.6,-107.5,29
36.6,-107.4,47
36.6,-107.3,22
36.6,-107.2,6
36.6,-107.1,11
36.6,-102.1,6
36.6,-102.0,1
36.6,-101.7,1
36.6,-101.6,3
36.6,-101.5,3
36.6,-101.4,13
36.6,-101.3,23
36.6,-101.2,1
36.6,-101.0,3
36.6,-100.9,15
36.6,-100.8,14
36.6,-100.7,9
36.6,-100.6,6
36.6,-100.5,7
36.6,-100.4,1
36.6,-100.3,1
